j,t,M 0-3,M 4-8,M 9-13,M 14-18,M 19-30,M 31-50,M 51+,F 0-3,F 4-8,F 9-13,F 14-18,F 19-30,F 31-50,F 51+
13010100102168,2011,0,0,0,0,0,1,0,0,1,1,0,1,0,0
13010100303004,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13010100303032,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
13010100303056,2011,0,0,1,0,0,1,0,0,2,0,0,2,1,1
13010100303080,2011,0,0,1,0,0,1,0,0,1,0,0,0,1,0
13010100303104,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13010100303128,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13010100303156,2011,0,0,0,0,0,1,0,0,2,0,0,1,0,0
13010100303177,2011,0,0,2,0,0,0,0,0,0,0,1,0,0,1
13010100303202,2011,0,0,0,2,1,0,1,0,1,0,0,2,1,2
13010100303251,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13010100303277,2011,0,1,1,1,0,1,0,0,0,0,0,0,1,0
13010100303291,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13010100405002,2011,0,0,0,0,1,0,0,0,1,0,0,1,0,0
13010100405020,2011,0,0,0,0,1,0,0,0,1,0,0,1,0,0
13010100405038,2011,0,0,0,0,1,0,0,0,1,0,0,1,0,0
13010100405056,2011,0,0,0,0,2,1,0,0,0,0,0,1,1,0
13010100405074,2011,0,0,0,0,0,1,0,0,1,0,0,1,0,0
13010100405092,2011,0,0,0,0,0,1,0,0,1,0,0,1,0,0
13010100405101,2011,0,1,0,0,0,1,0,0,1,1,0,0,1,0
13010100405111,2011,0,0,1,1,2,0,1,0,0,0,0,0,1,0
13010100405129,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,0
13010100405147,2011,0,1,0,0,3,0,0,0,0,1,0,0,0,1
13010100405165,2011,0,0,0,0,0,1,0,0,2,0,0,1,0,0
13010100405193,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13010100601003,2011,0,0,2,1,0,1,0,0,1,0,0,0,1,0
13010100601021,2011,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13010100601031,2011,0,0,1,0,0,0,0,0,0,1,0,1,1,0
13010100601040,2011,0,0,1,0,0,1,0,0,2,1,0,0,1,0
13010100601058,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
13010100601068,2011,0,0,0,0,0,0,0,0,0,0,0,1,1,0
13010100601078,2011,0,0,3,0,0,1,0,0,2,0,0,0,1,0
13010100601098,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13010100601115,2011,0,0,1,0,0,1,0,0,0,0,0,1,0,0
13010100601133,2011,0,0,0,0,0,0,1,0,0,1,0,0,1,0
13010100601151,2011,0,0,0,0,0,1,0,0,1,2,0,0,1,0
13010100601169,2011,0,0,0,0,0,1,0,0,2,0,0,1,0,0
13010100704006,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13010100704025,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13010100704044,2011,0,1,0,0,0,1,0,0,1,0,0,1,0,0
13010100704052,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13010100704065,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13010100704072,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13010100704091,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13010100704109,2011,0,1,0,0,0,0,1,0,0,0,0,0,1,0
13010100704127,2011,0,0,0,0,0,0,1,0,0,1,0,0,1,0
13010100704145,2011,0,0,1,0,0,0,0,0,1,0,0,0,1,0
13010100704163,2011,0,0,1,0,2,1,0,0,1,0,1,1,1,0
13010100704181,2011,0,2,0,0,0,1,0,0,1,0,0,0,1,0
13010100905002,2011,0,1,1,2,0,1,0,0,1,2,0,0,1,1
13010100905009,2011,0,2,0,0,1,0,0,0,0,0,0,1,0,0
13010100905018,2011,0,0,0,0,1,0,0,0,1,0,0,1,0,0
13010100905033,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
13010100905034,2011,0,0,0,1,0,0,0,0,0,0,1,0,0,0
13010100905049,2011,0,0,0,1,0,0,1,0,1,1,0,0,1,1
13010100905064,2011,0,1,1,0,0,0,1,0,0,0,1,0,0,1
13010100905079,2011,0,1,1,1,0,0,1,0,0,0,0,1,1,0
13010100905094,2011,0,0,2,0,0,0,1,0,0,0,2,0,0,1
13010100905109,2011,0,2,1,0,0,0,1,0,1,1,1,0,1,0
13010100905124,2011,0,0,1,0,0,0,1,0,0,0,0,0,0,1
13010100905139,2011,0,1,1,0,1,0,0,0,1,1,0,1,0,0
13010101103002,2011,0,0,1,1,0,0,1,0,1,0,0,1,0,0
13010101103012,2011,0,0,0,1,1,0,0,0,0,0,0,1,0,1
13010101103017,2011,0,1,1,0,0,1,0,0,1,0,0,1,0,0
13010101103031,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13010101103033,2011,0,0,1,0,1,0,0,0,2,0,0,1,0,0
13010101103048,2011,0,0,0,1,0,0,1,0,0,1,0,1,1,0
13010101103063,2011,0,0,0,2,0,1,0,0,2,1,0,0,1,0
13010101103078,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,1
13010101103093,2011,0,0,0,0,1,0,0,0,0,1,1,0,0,0
13010101103108,2011,0,1,1,0,0,0,0,0,1,0,0,1,0,0
13010101103123,2011,0,0,0,0,0,0,1,0,0,0,0,0,1,0
13010101103138,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0
13010101304004,2011,0,1,0,1,0,0,0,0,1,0,0,1,0,1
13010101304010,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13010101304017,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0
13010101304023,2011,0,1,1,1,0,1,0,0,1,0,0,0,1,0
13010101304041,2011,0,0,0,0,0,0,0,0,1,1,0,0,0,1
13010101304059,2011,0,0,0,1,0,0,1,0,0,1,0,0,0,1
13010101304077,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
13010101304095,2011,0,0,1,0,0,1,0,0,2,1,0,0,1,0
13010101304113,2011,0,2,0,0,1,0,0,0,0,0,0,1,0,0
13010101304131,2011,0,0,0,0,0,0,1,0,0,0,0,1,0,0
13010101304149,2011,0,1,1,0,0,1,0,0,1,1,0,1,0,0
13010101304167,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
13010101405003,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,1
13010101405008,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13010101405022,2011,0,0,0,1,0,0,0,0,1,3,1,0,1,0
13010101405040,2011,0,0,0,1,0,0,0,0,0,0,0,1,0,1
13010101405058,2011,0,1,1,0,0,0,0,0,0,0,0,1,0,0
13010101405076,2011,0,0,0,2,1,0,1,0,0,0,0,1,0,1
13010101405094,2011,0,0,1,1,0,0,1,0,0,1,0,0,1,0
13010101405112,2011,0,0,0,1,0,0,0,0,1,1,2,0,1,0
13010101405130,2011,0,0,0,1,1,0,1,0,0,0,0,0,0,1
13010101405144,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13010101405149,2011,0,2,1,0,0,1,0,0,0,1,1,0,1,0
13010101405167,2011,0,0,0,0,1,0,0,0,1,0,0,1,0,0
13010101603002,2011,0,0,0,0,0,0,1,0,0,2,0,0,1,0
13010101603007,2011,0,0,1,0,0,0,0,0,1,1,0,0,1,0
13010101603024,2011,0,1,3,0,1,0,0,0,1,0,0,1,0,0
13010101603045,2011,0,1,0,2,1,0,1,0,0,2,0,0,1,0
13010101603066,2011,0,2,1,0,0,1,0,0,0,0,0,1,0,0
13010101603087,2011,0,1,0,0,0,1,0,0,1,0,0,1,0,0
13010101603108,2011,0,0,0,0,1,0,0,0,0,0,2,0,0,1
13010101603129,2011,0,0,0,1,0,0,1,0,0,0,0,0,0,1
13010101603150,2011,0,2,1,0,0,0,0,0,0,0,1,0,1,0
13010101603171,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13010101603190,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13010101603193,2011,0,0,0,0,0,1,0,0,1,0,0,1,0,0
15010200404003,2011,0,0,0,0,1,0,1,0,0,0,1,0,0,1
15010200404018,2011,0,0,0,0,0,1,0,0,2,0,0,0,1,0
15010200404033,2011,0,1,1,0,1,0,1,0,1,0,0,0,1,0
15010200404048,2011,0,0,0,1,1,0,1,0,2,1,0,1,1,0
15010200404063,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
15010200404071,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15010200404079,2011,0,0,2,0,0,1,0,0,1,0,0,1,0,0
15010200404094,2011,0,0,1,0,0,0,1,0,2,0,0,1,0,0
15010200404109,2011,0,0,0,0,0,1,1,0,0,1,0,2,0,1
15010200404124,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
15010200404139,2011,0,1,0,1,0,1,1,0,0,0,1,0,0,1
15010200404157,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15010200704002,2011,0,1,1,0,0,1,0,0,0,1,0,0,1,0
15010200704014,2011,0,1,0,0,0,1,0,0,0,0,0,1,0,0
15010200704020,2011,0,0,0,2,0,0,0,0,0,1,0,0,1,0
15010200704028,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15010200704038,2011,0,0,0,0,1,0,0,0,1,0,0,1,0,0
15010200704056,2011,0,0,1,0,0,0,1,0,0,0,1,1,1,0
15010200704074,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0
15010200704092,2011,0,2,1,0,0,1,0,0,0,1,0,1,0,0
15010200704110,2011,0,0,1,0,1,0,1,0,0,0,0,0,0,1
15010200704128,2011,0,0,0,0,1,0,1,0,0,0,0,1,0,1
15010200704146,2011,0,0,1,0,0,0,1,0,0,0,0,0,1,0
15010200704164,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,1
15010201002004,2011,0,1,2,1,0,1,0,0,0,0,1,1,1,0
15010201002012,2011,0,0,0,0,0,1,0,0,1,0,0,1,0,0
15010201002016,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
15010201002024,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
15010201002028,2011,0,0,0,0,1,0,0,0,1,0,0,1,0,0
15010201002040,2011,0,0,1,1,1,0,1,0,1,0,1,1,1,0
15010201002052,2011,0,1,1,2,1,0,0,0,0,0,0,0,1,0
15010201002064,2011,0,0,1,0,0,1,0,0,2,1,0,0,1,0
15010201002076,2011,0,0,0,1,1,0,1,0,0,0,0,1,0,1
15010201002088,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,1
15010201002100,2011,0,0,0,1,0,0,1,0,0,1,0,0,1,1
15010201002112,2011,0,1,1,2,2,0,1,0,0,1,0,0,1,0
15010201201003,2011,0,1,1,0,0,1,0,0,0,0,0,1,0,0
15010201201015,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
15010201201021,2011,0,1,0,1,0,1,0,0,0,0,0,1,0,0
15010201201039,2011,0,2,1,0,0,0,1,0,0,0,0,2,0,1
15010201201057,2011,0,1,1,0,1,0,1,0,1,0,0,2,1,0
15010201201075,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
15010201201093,2011,0,2,0,0,0,1,0,0,0,1,0,0,1,0
15010201201110,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15010201201112,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
15010201201130,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
15010201201148,2011,0,0,0,1,0,0,1,0,0,1,0,0,1,0
15010201201166,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
15010201401004,2011,0,1,1,0,0,0,1,0,0,0,0,1,1,0
15010201401014,2011,0,0,1,1,0,1,0,0,0,0,1,0,1,0
15010201401019,2011,0,0,1,1,1,0,0,0,0,1,2,0,1,0
15010201401029,2011,0,0,0,0,0,1,0,0,1,0,0,1,0,0
15010201401034,2011,0,0,0,0,1,0,1,0,0,0,0,1,0,1
15010201401049,2011,0,0,0,0,0,1,0,0,1,0,0,1,0,1
15010201401064,2011,0,0,2,1,0,1,0,0,0,2,2,0,1,0
15010201401079,2011,0,1,0,0,0,1,0,0,1,1,0,1,0,0
15010201401094,2011,0,1,1,1,0,1,0,0,0,2,0,0,1,0
15010201401109,2011,0,0,1,0,0,1,0,0,1,0,0,1,0,0
15010201401124,2011,0,2,0,1,0,1,1,0,0,0,1,1,0,1
15010201401139,2011,0,1,0,1,0,0,1,0,0,1,1,1,1,1
15010201605004,2011,0,2,1,0,0,1,0,0,0,1,0,0,1,1
15010201605019,2011,0,1,0,2,0,0,0,0,1,0,0,0,1,0
15010201605034,2011,0,0,1,1,0,0,0,0,1,1,0,0,1,0
15010201605049,2011,0,1,0,0,1,0,0,0,1,0,0,1,0,0
15010201605052,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15010201605065,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,1
15010201605081,2011,0,2,1,0,1,0,1,0,0,0,2,0,1,0
15010201605096,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
15010201605107,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15010201605117,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,1
15010201605132,2011,0,0,0,0,1,0,1,0,0,0,1,1,0,1
15010201605147,2011,0,0,0,0,2,0,0,0,0,0,0,2,0,0
15010201805001,2011,0,0,0,0,2,0,1,0,0,0,1,2,0,1
15010201805011,2011,0,1,1,0,0,1,0,0,1,0,0,0,1,0
15010201805016,2011,0,0,0,1,0,1,0,0,1,0,2,0,1,0
15010201805026,2011,0,1,0,0,1,0,0,0,2,0,0,1,0,0
15010201805031,2011,0,0,0,0,0,1,0,0,0,0,1,0,0,0
15010201805046,2011,0,0,0,1,0,0,1,0,0,0,0,0,0,1
15010201805061,2011,0,0,0,1,1,0,1,0,0,0,0,0,0,0
15010201805076,2011,0,0,0,0,0,0,0,0,1,1,0,0,1,0
15010201805091,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,1
15010201805106,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,0
15010201805121,2011,0,0,0,0,0,1,0,0,1,1,0,1,0,1
15010201805136,2011,0,0,0,0,1,0,1,0,0,0,0,1,0,1
15010202404004,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
15010202404012,2011,0,0,0,0,0,1,0,0,2,0,0,1,0,0
15010202404016,2011,0,0,0,1,0,0,1,0,0,0,0,0,0,1
15010202404024,2011,0,0,0,0,1,0,0,0,1,0,1,0,1,0
15010202404028,2011,0,0,0,0,0,1,0,0,1,1,1,0,1,0
15010202404040,2011,0,0,0,1,0,0,1,0,0,1,0,0,1,0
15010202404052,2011,0,0,0,0,0,1,0,0,2,1,1,0,1,0
15010202404064,2011,0,0,1,1,1,1,0,0,1,0,2,0,1,0
15010202404076,2011,0,1,1,1,0,1,0,0,1,0,0,0,1,0
15010202404088,2011,0,0,1,1,1,0,1,0,0,1,0,1,1,0
15010202404100,2011,0,1,1,0,0,1,0,0,0,0,0,1,0,0
15010202404112,2011,0,1,1,0,0,0,1,0,0,0,0,0,1,0
15010202801004,2011,0,0,2,2,0,1,0,0,1,0,0,1,0,0
15010202801019,2011,0,0,1,0,1,0,1,0,0,1,0,1,0,0
15010202801034,2011,0,0,0,0,0,1,0,0,1,1,0,0,1,0
15010202801049,2011,0,0,1,0,3,0,1,0,0,0,0,0,0,1
15010202801064,2011,0,0,0,0,2,0,0,0,0,0,0,0,0,0
15010202801065,2011,0,1,0,0,0,1,0,0,1,1,0,0,1,1
15010202801070,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15010202801082,2011,0,0,0,0,0,0,0,0,0,0,1,0,1,0
15010202801097,2011,0,0,0,1,0,0,1,0,0,0,0,1,0,1
15010202801112,2011,0,0,0,0,2,0,1,0,0,0,1,1,0,1
15010202801127,2011,0,0,1,0,0,0,1,0,0,0,0,0,1,0
15010202801142,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15010203102003,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
15010203102012,2011,0,0,1,3,3,1,0,0,0,0,0,0,1,0
15010203102022,2011,0,0,0,0,2,0,0,0,0,1,0,1,0,0
15010203102032,2011,0,2,0,0,0,1,0,0,0,0,0,0,1,0
15010203102044,2011,0,0,0,0,1,0,0,0,0,0,0,0,1,0
15010203102056,2011,0,0,0,0,0,1,0,0,2,0,0,1,0,0
15010203102067,2011,0,1,0,0,0,1,0,0,1,0,0,1,0,0
15010203102072,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15010203102087,2011,0,1,1,0,0,1,0,0,1,0,0,1,0,0
15010203102099,2011,0,1,1,1,1,0,0,0,0,0,0,1,1,0
15010203102109,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,1
15010203102121,2011,0,1,1,0,0,0,0,0,0,1,0,1,1,0
NaN,2013,229,216,267,284,725,513,184,203,226,266,428,910,529,262
1010101601002,2013,0,1,0,1,0,1,0,1,1,1,0,0,1,1
1010101601017,2013,0,1,1,1,0,1,0,1,1,1,0,1,0,0
1010101601034,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1010101601049,2013,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1010101601064,2013,0,0,0,0,0,0,1,0,0,1,0,1,0,1
1010101601080,2013,0,1,1,0,0,0,0,0,1,0,0,1,0,0
1010101601087,2013,0,1,0,0,0,1,0,0,1,0,1,1,0,0
1010101601101,2013,1,1,0,0,0,1,0,0,0,1,0,1,0,0
1010101601116,2013,0,2,1,1,0,0,1,0,0,0,0,0,1,0
1010101601131,2013,0,0,1,1,1,1,0,0,0,1,1,1,1,0
1010101601146,2013,0,0,1,0,0,0,1,0,2,0,0,0,1,0
1010201403001,2013,0,1,1,1,2,0,1,1,0,1,1,0,1,0
1010201403011,2013,0,1,1,2,0,0,0,0,0,1,1,0,0,1
1010201403016,2013,1,1,0,0,0,1,0,1,0,1,1,0,1,0
1010201403026,2013,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1010201403031,2013,0,0,1,2,0,1,0,1,1,1,0,0,1,0
1010201403036,2013,1,0,0,2,0,1,0,0,1,1,0,0,1,0
1010201403046,2013,0,0,1,2,4,0,1,0,0,1,0,0,1,0
1010201403061,2013,0,0,0,0,4,0,1,0,0,0,1,0,0,1
1010201403091,2013,1,3,2,0,0,1,0,0,0,0,0,0,1,0
1010201403106,2013,2,0,0,0,0,1,0,0,1,0,0,1,0,0
1010201403121,2013,0,1,0,1,2,0,1,0,0,1,0,0,1,1
1010201403136,2013,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1010300106004,2013,0,0,0,0,0,1,0,1,0,1,0,1,0,0
1010300106016,2013,0,0,0,0,0,1,0,0,1,1,0,1,0,0
1010300106028,2013,0,0,0,0,0,0,0,1,0,0,0,2,0,0
1010300106040,2013,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1010300106052,2013,0,0,0,0,1,1,0,0,0,0,0,1,0,1
1010300106064,2013,0,1,2,0,0,0,0,0,0,0,1,0,1,0
1010300106076,2013,0,0,1,1,0,0,0,0,1,0,0,0,1,0
1010300106088,2013,0,0,0,1,0,0,0,0,0,2,0,0,1,0
1010300106100,2013,0,0,2,0,1,0,0,1,0,0,0,1,0,0
1010300106112,2013,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1010300106124,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1010300106136,2013,0,0,2,0,1,1,1,0,1,0,1,1,0,1
1010301804004,2013,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1010301804019,2013,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1010301804034,2013,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1010301804049,2013,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1010301804051,2013,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1010301804054,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1010301804069,2013,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1010301804085,2013,1,1,0,0,1,0,0,1,1,0,0,1,0,0
1010301804100,2013,0,0,0,0,2,0,0,0,0,0,2,0,0,1
1010301804115,2013,0,0,0,1,0,0,0,0,1,2,0,0,1,0
1010301804130,2013,1,1,0,0,1,0,1,0,2,2,1,0,1,0
1010301804145,2013,1,2,2,1,0,0,1,0,0,0,0,1,1,0
1010500204001,2013,0,0,0,0,1,0,0,1,1,0,0,1,0,0
1010500204025,2013,0,1,2,1,0,1,0,1,1,1,0,0,1,0
1010500204049,2013,1,1,1,1,0,1,0,0,0,1,0,0,1,0
1010500204073,2013,0,0,0,0,1,0,0,1,1,0,0,1,0,0
1010500204097,2013,0,2,0,0,1,0,0,0,0,0,0,1,0,0
1010500204121,2013,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1010500204142,2013,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1010500204145,2013,0,0,0,0,1,0,0,1,1,0,0,1,0,0
1010500204169,2013,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1010500204193,2013,0,0,0,1,2,0,1,0,0,0,0,0,1,0
1010500204217,2013,0,1,0,0,0,1,0,1,1,1,0,1,0,0
1010600402002,2013,0,0,0,0,2,0,0,0,0,0,0,0,1,0
1010600402014,2013,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1010600402021,2013,0,2,0,2,0,1,0,1,0,1,0,0,1,0
1010600402039,2013,0,0,1,0,0,1,0,2,1,2,0,1,0,0
1010600402057,2013,0,1,1,0,0,0,1,0,0,0,1,0,1,0
1010600402075,2013,1,1,1,1,0,1,0,0,1,0,0,0,1,0
1010600402094,2013,1,0,2,0,0,0,1,0,2,0,0,0,1,0
1010600402112,2013,1,0,2,0,0,1,0,0,1,0,1,1,1,0
1010600402130,2013,0,0,1,0,1,0,1,0,0,0,1,0,1,0
1010600402148,2013,0,1,2,0,1,0,1,1,0,0,2,0,1,0
1010600402160,2013,0,0,2,0,1,0,0,0,0,0,0,0,1,1
1010600402167,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1020100207002,2013,0,0,2,0,1,0,1,0,0,0,0,0,1,0
1020100207012,2013,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1020100207017,2013,2,0,1,0,0,1,0,0,1,0,0,0,1,0
1020100207027,2013,0,0,3,0,1,1,0,0,1,0,1,0,1,0
1020100207047,2013,1,1,2,1,0,0,1,0,0,0,0,0,1,0
1020100207062,2013,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1020100207077,2013,0,0,0,0,2,0,0,0,0,0,0,0,0,1
1020100207092,2013,0,0,0,2,1,1,1,0,0,0,0,0,0,1
1020100207107,2013,0,0,2,2,3,0,1,0,0,0,0,0,0,1
1020100207122,2013,0,0,0,0,0,1,0,0,2,0,0,1,0,0
1020100207137,2013,0,0,0,0,1,0,0,0,2,0,0,1,0,0
1020200802002,2013,0,1,0,0,0,1,0,1,0,0,0,1,0,1
1020200802017,2013,2,1,0,1,0,1,0,0,0,1,0,1,0,1
1020200802028,2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1020200802033,2013,1,1,1,0,0,1,0,0,0,1,0,1,0,0
1020200802048,2013,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1020200802063,2013,0,1,1,2,1,1,0,0,0,0,0,0,1,0
1020200802078,2013,0,0,2,2,1,0,2,1,0,0,0,0,1,0
1020200802108,2013,0,0,0,1,3,0,1,0,0,0,0,0,1,0
1020200802120,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1020200802124,2013,2,0,0,1,0,1,0,0,1,1,1,0,1,0
1020200802139,2013,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1020301001002,2013,0,1,0,1,0,0,1,0,0,1,1,1,1,0
1020301001017,2013,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1020301001032,2013,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1020301001047,2013,1,1,2,0,1,1,0,0,0,0,0,1,1,0
1020301001062,2013,0,0,0,2,2,1,1,0,0,2,0,2,1,0
1020301001080,2013,0,0,0,0,0,0,0,0,1,2,0,1,0,0
1020301001095,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1020301001097,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1020301001111,2013,0,1,1,1,2,0,1,1,0,0,0,2,1,0
1020301001128,2013,0,2,1,2,0,1,0,1,0,0,0,0,1,0
1020301001145,2013,0,0,1,1,2,0,1,0,1,0,1,1,1,0
1020301001152,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1020401702002,2013,1,1,0,0,0,1,0,0,1,1,0,0,1,0
1020401702005,2013,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1020401702018,2013,1,0,0,2,1,0,1,0,1,1,0,0,1,1
1020401702033,2013,0,1,1,1,2,1,0,0,0,0,1,0,1,0
1020401702048,2013,0,1,1,0,0,1,0,1,0,1,0,0,1,0
1020401702063,2013,0,1,1,0,0,1,0,1,1,1,0,1,0,0
1020401702078,2013,0,0,0,1,2,0,1,0,0,0,1,0,0,1
1020401702093,2013,0,0,1,1,0,0,1,1,0,0,1,1,0,1
1020401702108,2013,0,0,0,0,1,0,1,0,0,2,0,0,0,1
1020401702123,2013,2,0,0,0,1,0,0,0,0,0,0,1,0,0
1020401702138,2013,0,0,0,1,0,0,1,0,0,1,1,1,0,1
1020401702149,2013,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1020601301002,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1020601301018,2013,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1020601301033,2013,0,0,1,0,0,0,1,1,0,0,1,1,1,0
1020601301050,2013,0,0,1,0,2,1,0,0,1,0,2,0,1,0
1020601301066,2013,0,1,0,0,0,0,0,0,0,0,1,1,0,1
1020601301081,2013,0,0,0,1,2,1,0,1,1,1,1,0,1,0
1020601301097,2013,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1020601301134,2013,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1020601301136,2013,0,0,0,0,0,1,0,1,1,0,0,1,0,0
1020601301180,2013,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1020700101027,2013,0,0,1,1,0,0,0,0,2,1,0,0,1,0
1020700101057,2013,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1020700101087,2013,0,1,0,0,1,1,0,2,0,0,0,1,0,0
1020700101117,2013,0,2,0,1,0,1,0,0,0,0,1,0,1,0
1020700101177,2013,0,0,0,0,0,1,0,1,1,0,0,1,0,0
1020700101237,2013,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1020700101297,2013,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1020700101327,2013,0,0,0,0,0,1,0,0,1,1,0,1,0,0
1020800603004,2013,0,1,0,1,2,1,1,0,0,0,1,1,0,1
1020800603019,2013,0,1,0,1,0,0,0,0,0,0,0,1,0,1
1020800603029,2013,0,0,0,2,1,0,1,0,0,0,0,0,0,1
1020800603034,2013,1,1,0,0,0,1,0,0,1,2,0,1,0,0
1020800603049,2013,1,0,0,0,3,1,0,0,1,1,1,0,1,0
1020800603064,2013,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1020800603079,2013,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1020800603094,2013,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1020800603109,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1020800603124,2013,0,0,1,0,2,0,0,0,0,0,0,0,0,1
1020800603140,2013,0,0,1,0,0,0,0,1,1,0,0,0,1,1
1020800603180,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0
